Message Type,Time,Name,Speed,Heading,Latitude,Longitude,Altitude,DistanceDriven,LongitudinalAcceleration,Slope,Stopped,RouteId,Connection.Id,LaneIndex,BlinkerRight,BlinkerLeft,BrakeLight
VEHICLE_UPDATES,7000000000,veh_0,12.054173944507632,153.33423726562722,52.9919017574423,-1.1695329004297073,0.0,12.054173944507632,-0.1741059913765639,0.0,false,1.0,30806029_1520526951_341336502,0.0,false,false,false
VEHICLE_UPDATES,8000000000,veh_0,11.304111786991264,153.33423726562722,52.99180980904956,-1.1694611814018365,0.0,23.358285731498896,-0.7500621575163677,0.0,false,1.0,30806029_1520526951_341336502,0.0,false,false,false
VEHICLE_UPDATES,8000000000,veh_1,9.728953120350743,153.33423726562575,52.99192067093704,-1.169547652849208,0.0,9.728953120350743,-0.15822082415688854,0.0,false,1.0,30806029_1520526951_341336502,0.0,false,false,false
VEHICLE_UPDATES,9000000000,veh_0,11.6341507225194,153.70143889897878,52.99171500772901,-1.1693879774533928,0.0,34.992436454018296,0.3300389355281368,0.0,false,1.0,30806029_1520526951_341336502,0.0,false,false,false
VEHICLE_UPDATES,9000000000,veh_1,8.642092630663171,153.33423726562722,52.99185037559451,-1.1694928229487662,0.0,18.371045751013916,-1.086860489687572,0.0,false,4.0,30806029_1520526951_341336502,0.0,false,false,true
VEHICLE_UPDATES,9000000000,veh_2,6.3469962929346115,153.33423726562575,52.99194817998676,-1.1695691097784604,0.0,6.3469962929346115,-0.49593338759150374,0.0,false,4.0,30806029_1520526951_341336502,0.0,false,false,false
VEHICLE_UPDATES,10000000000,veh_0,11.748979721231292,154.07424820484692,52.99161906136862,-1.1693148454509548,0.0,46.74141617524958,0.11482899871189112,0.0,false,1.0,30806029_341336502_1110605740,0.0,true,false,false
VEHICLE_UPDATES,10000000000,veh_1,10.60446969598667,153.42562269363512,52.9917640942198,-1.1694256293685374,0.0,28.97551544700059,1.9623770653234995,0.0,false,4.0,30806029_1520526951_341336502,0.0,false,false,false
VEHICLE_UPDATES,10000000000,veh_2,6.30232427603822,153.33423726562864,52.99189691648136,-1.169529124509667,0.0,12.649320568972833,-0.04467201689639122,0.0,false,4.0,30806029_1520526951_341336502,0.0,false,false,false
VEHICLE_UPDATES,11000000000,veh_0,11.156561570301559,154.07424820484837,52.99152779526189,-1.1692460315567974,0.0,57.897977745551145,-0.592418150929733,0.0,false,1.0,30806029_341336502_1110605740,0.0,true,false,false
VEHICLE_UPDATES,11000000000,veh_1,11.19986085681611,153.70143889898168,52.9916727249095,-1.1693555443860049,0.0,40.1753763038167,0.5953911608294398,0.0,false,4.0,30806029_1520526951_341336502,0.0,false,false,false
VEHICLE_UPDATES,11000000000,veh_2,8.654298956336229,153.3342372656272,52.99182652184346,-1.1694742172256656,0.0,21.30361952530906,2.3519746802980084,0.0,false,4.0,30806029_1520526951_341336502,0.0,false,false,false
VEHICLE_UPDATES,11000000000,veh_3,5.486614995476959,153.33423726562722,52.991955178381794,-1.1695745684984025,0.0,5.486614995476959,-0.738707427028567,0.0,false,4.0,30806029_1520526951_341336502,0.0,false,false,true
VEHICLE_UPDATES,12000000000,veh_0,9.298617804597287,154.07424820484692,52.991451728010446,-1.1691886777157732,0.0,67.19659555014843,-1.857943765704272,0.0,false,1.0,30806029_341336502_1110605740,0.0,true,false,true
VEHICLE_UPDATES,12000000000,veh_1,9.981953062761814,154.07424820484692,52.99159111753932,-1.1692937759998607,0.0,50.15732936657851,-1.2179077940542964,0.0,false,4.0,30806029_341336502_1110605740,0.0,true,false,true
VEHICLE_UPDATES,12000000000,veh_2,11.068055504716707,153.70143889898168,52.99173638809778,-1.1694043773071137,0.0,32.37167503002577,2.413756548380478,0.0,false,4.0,30806029_1520526951_341336502,0.0,false,false,false
VEHICLE_UPDATES,12000000000,veh_3,6.891989602734504,153.33423726562722,52.991899118502495,-1.169530842072627,0.0,12.378604598211464,1.4053746072575448,0.0,false,4.0,30806029_1520526951_341336502,0.0,false,false,false
VEHICLE_UPDATES,13000000000,veh_0,6.289265050040251,154.07424820484832,52.99140027872439,-1.1691498856645197,0.0,73.48586060018869,-3.0093527545570353,0.0,false,1.0,30806029_341336502_1110605740,0.0,true,false,true
VEHICLE_UPDATES,13000000000,veh_1,9.259581311790031,154.07424820484832,52.99151536964781,-1.1692366627703528,0.0,59.41691067836854,-0.7223717509717833,0.0,false,4.0,30806029_341336502_1110605740,0.0,true,false,false
VEHICLE_UPDATES,13000000000,veh_2,10.263758889981284,153.7233767372951,52.99165265029328,-1.1693401713034912,0.0,42.63543392000705,-0.8042966147354225,0.0,false,4.0,30806029_341336502_1110605740,0.0,true,false,false
VEHICLE_UPDATES,13000000000,veh_3,8.639507503485477,153.33423726562864,52.99182884418005,-1.1694760286274808,0.0,21.018112101696943,1.7475179007509736,0.0,false,4.0,30806029_1520526951_341336502,0.0,false,false,false
VEHICLE_UPDATES,13000000000,veh_4,6.188164686487776,153.33423726562864,52.99194947193296,-1.1695701174911426,0.0,6.188164686487776,-0.19663241398520803,0.0,false,4.0,30806029_1520526951_341336502,0.0,false,false,false
VEHICLE_UPDATES,14000000000,veh_0,5.445609621041005,160.83142023776378,52.99135443662592,-1.1691229710801299,0.0,78.93147022122969,-0.843655428999246,0.0,false,1.0,30806029_341336502_1110605740,0.0,true,false,true
VEHICLE_UPDATES,14000000000,veh_1,5.69529224191582,154.07424820484692,52.99146877936618,-1.1692015342246727,0.0,65.11220292028436,-3.564289069874211,0.0,false,4.0,30806029_341336502_1110605740,0.0,true,false,true
VEHICLE_UPDATES,14000000000,veh_2,8.427547730709783,154.07424820484692,52.99158370886306,-1.1692881899149554,0.0,51.062981650716836,-1.8362111592715014,0.0,false,4.0,30806029_341336502_1110605740,0.0,true,false,true
VEHICLE_UPDATES,14000000000,veh_3,10.554010860323144,153.66399430435177,52.99174291090324,-1.1694093806413308,0.0,31.57212296202009,1.9145033568376668,0.0,false,4.0,30806029_1520526951_341336502,0.0,false,false,false
VEHICLE_UPDATES,14000000000,veh_4,7.674372198880165,153.3342372656272,52.99188704810138,-1.1695214272362995,0.0,13.862536885367941,1.4862075123923884,0.0,false,4.0,30806029_1520526951_341336502,0.0,false,false,false
VEHICLE_UPDATES,15000000000,veh_0,5.596266842017433,217.1068754159699,52.991312947835226,-1.1691607142979166,0.0,84.52773706324712,0.1506572209764272,0.0,false,1.0,30806029_341336502_1110605740,0.0,true,false,false
VEHICLE_UPDATES,15000000000,veh_1,5.569513344892818,154.07424820484692,52.99142321800783,-1.1691671815550793,0.0,70.68171626517719,-0.12577889702300205,0.0,false,4.0,30806029_341336502_1110605740,0.0,true,false,false
VEHICLE_UPDATES,15000000000,veh_2,6.206155374105448,154.07424820484692,52.99153293948626,-1.169249910251278,0.0,57.269137024822285,-2.221392356604335,0.0,false,4.0,30806029_341336502_1110605740,0.0,true,false,true
VEHICLE_UPDATES,15000000000,veh_3,9.818363436760963,153.70143889898023,52.99166281194721,-1.1693479406510996,0.0,41.39048639878105,-0.735647423562181,0.0,false,4.0,30806029_1520526951_341336502,0.0,false,false,false
VEHICLE_UPDATES,15000000000,veh_4,10.062374341958648,153.33423726562722,52.991805200079206,-1.1694575864497594,0.0,23.92491122732659,2.3880021430784835,0.0,false,4.0,30806029_1520526951_341336502,0.0,false,false,false
VEHICLE_UPDATES,15000000000,veh_5,7.196920545431194,153.33423726562722,52.99194126664974,-1.1695637174053288,0.0,7.196920545431194,-0.3210339966928588,0.0,false,4.0,30806029_1520526951_341336502,0.0,false,false,false
VEHICLE_UPDATES,16000000000,veh_0,5.705174135522467,241.3512702579902,52.9912885906726,-1.1692353079264721,0.0,90.23291119876959,0.10890729350503481,0.0,false,1.0,353659675_1110605740_1110607234,0.0,false,false,false
VEHICLE_UPDATES,16000000000,veh_1,3.60265299726007,154.07424820484692,52.991393746529326,-1.1691449604868174,0.0,74.28436926243725,-1.966860347632748,0.0,false,4.0,30806029_341336502_1110605740,0.0,true,false,true
VEHICLE_UPDATES,16000000000,veh_2,5.970172241538184,154.0742482048498,52.991484100555226,-1.1692130862189423,0.0,63.239309266360465,-0.2359831325672639,0.0,false,4.0,30806029_341336502_1110605740,0.0,true,false,false
VEHICLE_UPDATES,16000000000,veh_3,7.107287163105628,154.07424820484692,52.99160469351244,-1.169304012184578,0.0,48.497773561886675,-2.711076273655335,0.0,false,4.0,30806029_341336502_1110605740,0.0,true,false,true
